HPitb1ch01-0001	capitolo	CAPITOLO
HPitb1ch01-0599	cuore	«Eh già» disse il signor Dursley con un tuffo al cuore.
HPitb1ch01-0600	accordo	«Sono proprio d’accordo».
HPitb1ch01-0601	camera	Salirono in camera per andare a dormire senza più dire una parola sull’argomento.
HPitb1ch01-0602	dormire	Salirono in camera per andare a dormire senza più dire una parola sull’argomento.
HPitb1ch01-0603	argomento	Salirono in camera per andare a dormire senza più dire una parola sull’argomento.
HPitb1ch01-0604	bagno	Mentre la moglie era in bagno, il signor Dursley si avvicinò guardingo alla finestra della camera da letto e sbirciò fuori, nel giardino.
HPitb1ch01-0605	avvicinarsi	Mentre la moglie era in bagno, il signor Dursley si avvicinò guardingo alla finestra della camera da letto e sbirciò fuori, nel giardino.
HPitb1ch01-0606	guardingo	Mentre la moglie era in bagno, il signor Dursley si avvicinò guardingo alla finestra della camera da letto e sbirciò fuori, nel giardino.
HPitb1ch01-0607	sbirciare	Mentre la moglie era in bagno, il signor Dursley si avvicinò guardingo alla finestra della camera da letto e sbirciò fuori, nel giardino.
HPitb1ch01-0608	fuori	Mentre la moglie era in bagno, il signor Dursley si avvicinò guardingo alla finestra della camera da letto e sbirciò fuori, nel giardino.
HPitb1ch01-0609	scrutare	Stava scrutando Privet Drive, come se aspettasse qualcosa.
HPitb1ch01-0610	aspettare	Stava scrutando Privet Drive, come se aspettasse qualcosa.
HPitb1ch01-0611	galoppare	La sua fantasia galoppava troppo?
HPitb1ch01-0612	troppo	La sua fantasia galoppava troppo?
HPitb1ch01-0613	cioè	Se sì... cioè, se veniva fuori che loro erano parenti di una coppia di... be’, non credeva proprio di poterlo sopportare.
HPitb1ch01-0614	parente	Se sì... cioè, se veniva fuori che loro erano parenti di una coppia di... be’, non credeva proprio di poterlo sopportare.
HPitb1ch01-0615	coppia	Se sì... cioè, se veniva fuori che loro erano parenti di una coppia di... be’, non credeva proprio di poterlo sopportare.
HPitb1ch01-0616	misero	Si misero a letto.
HPitb1ch01-0617	addormentarsi	Lei si addormentò subito, ma lui rimase lì steso, con gli occhi sbarrati, a rimuginare.
HPitb1ch01-0618	subito	Lei si addormentò subito, ma lui rimase lì steso, con gli occhi sbarrati, a rimuginare.
HPitb1ch01-0619	stendere	Lei si addormentò subito, ma lui rimase lì steso, con gli occhi sbarrati, a rimuginare.
HPitb1ch01-0620	sbarrato	Lei si addormentò subito, ma lui rimase lì steso, con gli occhi sbarrati, a rimuginare.
HPitb1ch01-0621	rimuginare	Lei si addormentò subito, ma lui rimase lì steso, con gli occhi sbarrati, a rimuginare.
HPitb1ch01-0622	confortante	L’ultimo, confortante pensiero prima di addormentarsi fu che, se anche i Potter avevano veramente qualcosa a che vedere con quella faccenda, non era affatto detto che dovessero farsi vivi con lui e sua moglie.
HPitb1ch01-0623	veramente	L’ultimo, confortante pensiero prima di addormentarsi fu che, se anche i Potter avevano veramente qualcosa a che vedere con quella faccenda, non era affatto detto che dovessero farsi vivi con lui e sua moglie.
HPitb1ch01-0624	faccenda	L’ultimo, confortante pensiero prima di addormentarsi fu che, se anche i Potter avevano veramente qualcosa a che vedere con quella faccenda, non era affatto detto che dovessero farsi vivi con lui e sua moglie.
HPitb1ch01-0625	affatto	L’ultimo, confortante pensiero prima di addormentarsi fu che, se anche i Potter avevano veramente qualcosa a che vedere con quella faccenda, non era affatto detto che dovessero farsi vivi con lui e sua moglie.
HPitb1ch01-0626	farsi	L’ultimo, confortante pensiero prima di addormentarsi fu che, se anche i Potter avevano veramente qualcosa a che vedere con quella faccenda, non era affatto detto che dovessero farsi vivi con lui e sua moglie.
HPitb1ch01-0627	vivo	L’ultimo, confortante pensiero prima di addormentarsi fu che, se anche i Potter avevano veramente qualcosa a che vedere con quella faccenda, non era affatto detto che dovessero farsi vivi con lui e sua moglie.
HPitb1ch01-0628	risma	I Potter sapevano molto bene quel che lui e Petunia pensavano di loro e di quelli della loro risma... Non vedeva proprio come potessero venire coinvolti, di qualsiasi cosa si trattasse – e qui sbadigliò e si girò dall’altra parte – la cosa non poteva riguardarli... Ma si sbagliava di grosso.
HPitb1ch01-0629	coinvolgere	I Potter sapevano molto bene quel che lui e Petunia pensavano di loro e di quelli della loro risma... Non vedeva proprio come potessero venire coinvolti, di qualsiasi cosa si trattasse – e qui sbadigliò e si girò dall’altra parte – la cosa non poteva riguardarli... Ma si sbagliava di grosso.
HPitb1ch01-0630	qui	I Potter sapevano molto bene quel che lui e Petunia pensavano di loro e di quelli della loro risma... Non vedeva proprio come potessero venire coinvolti, di qualsiasi cosa si trattasse – e qui sbadigliò e si girò dall’altra parte – la cosa non poteva riguardarli... Ma si sbagliava di grosso.
HPitb1ch01-0631	sbadigliare	I Potter sapevano molto bene quel che lui e Petunia pensavano di loro e di quelli della loro risma... Non vedeva proprio come potessero venire coinvolti, di qualsiasi cosa si trattasse – e qui sbadigliò e si girò dall’altra parte – la cosa non poteva riguardarli... Ma si sbagliava di grosso.
HPitb1ch01-0632	riguardare	I Potter sapevano molto bene quel che lui e Petunia pensavano di loro e di quelli della loro risma... Non vedeva proprio come potessero venire coinvolti, di qualsiasi cosa si trattasse – e qui sbadigliò e si girò dall’altra parte – la cosa non poteva riguardarli... Ma si sbagliava di grosso.
HPitb1ch01-0633	sbagliarsi	I Potter sapevano molto bene quel che lui e Petunia pensavano di loro e di quelli della loro risma... Non vedeva proprio come potessero venire coinvolti, di qualsiasi cosa si trattasse – e qui sbadigliò e si girò dall’altra parte – la cosa non poteva riguardarli... Ma si sbagliava di grosso.
HPitb1ch01-0634	scivolare	Se il signor Dursley era scivolato in un sonno agitato, il gatto, seduto sul muretto di fuori, non dava alcun segno di aver sonno.
HPitb1ch01-0635	agitato	Se il signor Dursley era scivolato in un sonno agitato, il gatto, seduto sul muretto di fuori, non dava alcun segno di aver sonno.
HPitb1ch01-0636	immobile	Sedeva immobile come una statua, con gli occhi fissi e senza batter ciglio, all’angolo opposto di Privet Drive.
HPitb1ch01-0637	statua	Sedeva immobile come una statua, con gli occhi fissi e senza batter ciglio, all’angolo opposto di Privet Drive.
HPitb1ch01-0638	fisso	Sedeva immobile come una statua, con gli occhi fissi e senza batter ciglio, all’angolo opposto di Privet Drive.
HPitb1ch01-0639	battere	Sedeva immobile come una statua, con gli occhi fissi e senza batter ciglio, all’angolo opposto di Privet Drive.
HPitb1ch01-0640	ciglio	Sedeva immobile come una statua, con gli occhi fissi e senza batter ciglio, all’angolo opposto di Privet Drive.
HPitb1ch01-0641	opposto	Sedeva immobile come una statua, con gli occhi fissi e senza batter ciglio, all’angolo opposto di Privet Drive.
HPitb1ch01-0642	minimo	E non ebbe il minimo soprassalto neanche quando, nella strada accanto, la portiera di una macchina sbatté forte, né quando due gufi gli sfrecciarono sopra la testa.
HPitb1ch01-0643	soprassalto	E non ebbe il minimo soprassalto neanche quando, nella strada accanto, la portiera di una macchina sbatté forte, né quando due gufi gli sfrecciarono sopra la testa.
HPitb1ch01-0644	portiera	E non ebbe il minimo soprassalto neanche quando, nella strada accanto, la portiera di una macchina sbatté forte, né quando due gufi gli sfrecciarono sopra la testa.
HPitb1ch01-0645	forte	E non ebbe il minimo soprassalto neanche quando, nella strada accanto, la portiera di una macchina sbatté forte, né quando due gufi gli sfrecciarono sopra la testa.
HPitb1ch01-0646	ne_2	E non ebbe il minimo soprassalto neanche quando, nella strada accanto, la portiera di una macchina sbatté forte, né quando due gufi gli sfrecciarono sopra la testa.
HPitb1ch01-0647	sfrecciare	E non ebbe il minimo soprassalto neanche quando, nella strada accanto, la portiera di una macchina sbatté forte, né quando due gufi gli sfrecciarono sopra la testa.
HPitb1ch01-0648	mezzanotte	Dovette farsi quasi mezzanotte prima che il gatto facesse il minimo movimento.
HPitb1ch01-0649	movimento	Dovette farsi quasi mezzanotte prima che il gatto facesse il minimo movimento.
HPitb1ch01-0650	apparire	Un uomo apparve all’angolo della strada che il gatto stava tenendo d’occhio;
HPitb1ch01-0651	improvviso	ma apparve così all’improvviso e silenziosamente che si sarebbe detto fosse spuntato direttamente dal terreno.
HPitb1ch01-0652	silenziosamente	ma apparve così all’improvviso e silenziosamente che si sarebbe detto fosse spuntato direttamente dal terreno.
HPitb1ch01-0653	spuntare	ma apparve così all’improvviso e silenziosamente che si sarebbe detto fosse spuntato direttamente dal terreno.
HPitb1ch01-0654	direttamente	ma apparve così all’improvviso e silenziosamente che si sarebbe detto fosse spuntato direttamente dal terreno.
HPitb1ch01-0655	terreno	ma apparve così all’improvviso e silenziosamente che si sarebbe detto fosse spuntato direttamente dal terreno.
HPitb1ch01-0656	coda	La coda del gatto ebbe un guizzo e gli occhi divennero due fessure.
HPitb1ch01-0657	guizzo	La coda del gatto ebbe un guizzo e gli occhi divennero due fessure.
HPitb1ch01-0658	divenire	La coda del gatto ebbe un guizzo e gli occhi divennero due fessure.
HPitb1ch01-0659	fessura	La coda del gatto ebbe un guizzo e gli occhi divennero due fessure.
HPitb1ch01-0660	simile	In Privet Drive non s’era mai visto niente di simile.
HPitb1ch01-0661	alto	Era alto, magro e molto vecchio, a giudicare dall’argento dei capelli e della barba, talmente lunghi che li teneva infilati nella cintura.
HPitb1ch01-0662	giudicare	Era alto, magro e molto vecchio, a giudicare dall’argento dei capelli e della barba, talmente lunghi che li teneva infilati nella cintura.
HPitb1ch01-0663	argento	Era alto, magro e molto vecchio, a giudicare dall’argento dei capelli e della barba, talmente lunghi che li teneva infilati nella cintura.
HPitb1ch01-0664	capello	Era alto, magro e molto vecchio, a giudicare dall’argento dei capelli e della barba, talmente lunghi che li teneva infilati nella cintura.
HPitb1ch01-0665	barba	Era alto, magro e molto vecchio, a giudicare dall’argento dei capelli e della barba, talmente lunghi che li teneva infilati nella cintura.
HPitb1ch01-0666	infilare	Era alto, magro e molto vecchio, a giudicare dall’argento dei capelli e della barba, talmente lunghi che li teneva infilati nella cintura.
HPitb1ch01-0667	cintura	Era alto, magro e molto vecchio, a giudicare dall’argento dei capelli e della barba, talmente lunghi che li teneva infilati nella cintura.
HPitb1ch01-0668	tunica	Indossava una tunica, un mantello color porpora che strusciava per terra e stivali con i tacchi alti e le fibbie.
HPitb1ch01-0669	colore	Indossava una tunica, un mantello color porpora che strusciava per terra e stivali con i tacchi alti e le fibbie.
HPitb1ch01-0670	porpora	Indossava una tunica, un mantello color porpora che strusciava per terra e stivali con i tacchi alti e le fibbie.
HPitb1ch01-0671	strusciare	Indossava una tunica, un mantello color porpora che strusciava per terra e stivali con i tacchi alti e le fibbie.
HPitb1ch01-0672	stivale	Indossava una tunica, un mantello color porpora che strusciava per terra e stivali con i tacchi alti e le fibbie.
HPitb1ch01-0673	tacco	Indossava una tunica, un mantello color porpora che strusciava per terra e stivali con i tacchi alti e le fibbie.
HPitb1ch01-0674	fibbia	Indossava una tunica, un mantello color porpora che strusciava per terra e stivali con i tacchi alti e le fibbie.
HPitb1ch01-0675	dietro	Dietro gli occhiali a mezzaluna aveva occhi azzurro chiaro, luminosi e scintillanti, e il naso era molto lungo e ricurvo, come se l’avesse rotto almeno un paio di volte.
HPitb1ch01-0676	occhiali	Dietro gli occhiali a mezzaluna aveva occhi azzurro chiaro, luminosi e scintillanti, e il naso era molto lungo e ricurvo, come se l’avesse rotto almeno un paio di volte.
HPitb1ch01-0677	mezzaluna	Dietro gli occhiali a mezzaluna aveva occhi azzurro chiaro, luminosi e scintillanti, e il naso era molto lungo e ricurvo, come se l’avesse rotto almeno un paio di volte.
HPitb1ch01-0678	azzurro	Dietro gli occhiali a mezzaluna aveva occhi azzurro chiaro, luminosi e scintillanti, e il naso era molto lungo e ricurvo, come se l’avesse rotto almeno un paio di volte.
HPitb1ch01-0679	chiaro	Dietro gli occhiali a mezzaluna aveva occhi azzurro chiaro, luminosi e scintillanti, e il naso era molto lungo e ricurvo, come se l’avesse rotto almeno un paio di volte.
HPitb1ch01-0680	luminoso	Dietro gli occhiali a mezzaluna aveva occhi azzurro chiaro, luminosi e scintillanti, e il naso era molto lungo e ricurvo, come se l’avesse rotto almeno un paio di volte.
HPitb1ch01-0681	scintillante	Dietro gli occhiali a mezzaluna aveva occhi azzurro chiaro, luminosi e scintillanti, e il naso era molto lungo e ricurvo, come se l’avesse rotto almeno un paio di volte.
HPitb1ch01-0682	naso	Dietro gli occhiali a mezzaluna aveva occhi azzurro chiaro, luminosi e scintillanti, e il naso era molto lungo e ricurvo, come se l’avesse rotto almeno un paio di volte.
HPitb1ch01-0683	ricurvo	Dietro gli occhiali a mezzaluna aveva occhi azzurro chiaro, luminosi e scintillanti, e il naso era molto lungo e ricurvo, come se l’avesse rotto almeno un paio di volte.
HPitb1ch01-0684	rompere	Dietro gli occhiali a mezzaluna aveva occhi azzurro chiaro, luminosi e scintillanti, e il naso era molto lungo e ricurvo, come se l’avesse rotto almeno un paio di volte.
HPitb1ch01-0685	almeno	Dietro gli occhiali a mezzaluna aveva occhi azzurro chiaro, luminosi e scintillanti, e il naso era molto lungo e ricurvo, come se l’avesse rotto almeno un paio di volte.
HPitb1ch01-0686	rendersi	Albus Silente non sembrava rendersi conto di essere appena arrivato in una strada dove tutto, dal suo nome ai suoi stivali, risultava sgradito.
HPitb1ch01-0687	arrivare	Albus Silente non sembrava rendersi conto di essere appena arrivato in una strada dove tutto, dal suo nome ai suoi stivali, risultava sgradito.
HPitb1ch01-0688	dove	Albus Silente non sembrava rendersi conto di essere appena arrivato in una strada dove tutto, dal suo nome ai suoi stivali, risultava sgradito.
HPitb1ch01-0689	risultare	Albus Silente non sembrava rendersi conto di essere appena arrivato in una strada dove tutto, dal suo nome ai suoi stivali, risultava sgradito.
HPitb1ch01-0690	sgradito	Albus Silente non sembrava rendersi conto di essere appena arrivato in una strada dove tutto, dal suo nome ai suoi stivali, risultava sgradito.
HPitb1ch01-0691	rovistare	Si dava un gran da fare a rovistare sotto il mantello, in cerca di qualcosa.
HPitb1ch01-0692	sotto	Si dava un gran da fare a rovistare sotto il mantello, in cerca di qualcosa.
HPitb1ch01-0693	cerca	Si dava un gran da fare a rovistare sotto il mantello, in cerca di qualcosa.
HPitb1ch01-0694	osservare	Sembrò invece rendersi conto di essere osservato, perché all’improvviso guardò il gatto, che lo stava ancora fissando dall’estremità opposta della strada.
HPitb1ch01-0695	estremità	Sembrò invece rendersi conto di essere osservato, perché all’improvviso guardò il gatto, che lo stava ancora fissando dall’estremità opposta della strada.
HPitb1ch01-0696	ignoto	Per qualche ignota ragione, la vista del gatto sembrò divertirlo.
HPitb1ch01-0697	vista	Per qualche ignota ragione, la vista del gatto sembrò divertirlo.
HPitb1ch01-0698	divertire	Per qualche ignota ragione, la vista del gatto sembrò divertirlo.
HPitb1ch01-0699	ridacchiare	Ridacchiò tra sé borbottando:
HPitb1ch01-0700	se_2	Ridacchiò tra sé borbottando:
HPitb1ch01-0701	borbottare	Ridacchiò tra sé borbottando:
HPitb1ch01-0702	tasca	Aveva trovato quel che stava cercando nella tasca interna del mantello.
HPitb1ch01-0703	interno	Aveva trovato quel che stava cercando nella tasca interna del mantello.
HPitb1ch01-0704	accendino	Sembrava un accendino d’argento.
HPitb1ch01-0705	aprire	Aprì il cappuccio, lo sollevò in aria e lo fece scattare.
HPitb1ch01-0706	cappuccio	Aprì il cappuccio, lo sollevò in aria e lo fece scattare.
HPitb1ch01-0707	sollevare	Aprì il cappuccio, lo sollevò in aria e lo fece scattare.
HPitb1ch01-0708	scattare	Aprì il cappuccio, lo sollevò in aria e lo fece scattare.
HPitb1ch01-0709	lampione	Il lampione più vicino si fulminò con un piccolo schiocco.
HPitb1ch01-0710	fulminarsi	Il lampione più vicino si fulminò con un piccolo schiocco.
HPitb1ch01-0711	schiocco	Il lampione più vicino si fulminò con un piccolo schiocco.
HPitb1ch01-0712	appresso	L’uomo lo fece scattare di nuovo, e questa volta si fulminò il lampione appresso.
HPitb1ch01-0713	dodici	Dodici volte fece funzionare quel suo ‘spegnino’, fino a che l’unica illuminazione rimasta in tutta la strada furono due capocchie di spillo in lontananza:
HPitb1ch01-0714	funzionare	Dodici volte fece funzionare quel suo ‘spegnino’, fino a che l’unica illuminazione rimasta in tutta la strada furono due capocchie di spillo in lontananza:
HPitb1ch01-0715	unico	Dodici volte fece funzionare quel suo ‘spegnino’, fino a che l’unica illuminazione rimasta in tutta la strada furono due capocchie di spillo in lontananza:
HPitb1ch01-0716	illuminazione	Dodici volte fece funzionare quel suo ‘spegnino’, fino a che l’unica illuminazione rimasta in tutta la strada furono due capocchie di spillo in lontananza:
HPitb1ch01-0717	capocchia	Dodici volte fece funzionare quel suo ‘spegnino’, fino a che l’unica illuminazione rimasta in tutta la strada furono due capocchie di spillo in lontananza:
HPitb1ch01-0718	spillo	Dodici volte fece funzionare quel suo ‘spegnino’, fino a che l’unica illuminazione rimasta in tutta la strada furono due capocchie di spillo in lontananza:
HPitb1ch01-0719	lontananza	Dodici volte fece funzionare quel suo ‘spegnino’, fino a che l’unica illuminazione rimasta in tutta la strada furono due capocchie di spillo in lontananza:
HPitb1ch01-0720	perfino	Se in quel momento qualcuno – perfino quell’occhio di lince del signor Dursley – avesse guardato fuori dalla finestra, non sarebbe riuscito a vedere niente di quel che stava accadendo in strada.
HPitb1ch01-0721	lince	Se in quel momento qualcuno – perfino quell’occhio di lince del signor Dursley – avesse guardato fuori dalla finestra, non sarebbe riuscito a vedere niente di quel che stava accadendo in strada.
HPitb1ch01-0722	riporre	Silente ripose nuovamente il suo spegnino nella tasca del mantello e si incamminò verso il numero 4 di Privet Drive, dove si mise a sedere sul muretto, accanto al gatto.
HPitb1ch01-0723	nuovamente	Silente ripose nuovamente il suo spegnino nella tasca del mantello e si incamminò verso il numero 4 di Privet Drive, dove si mise a sedere sul muretto, accanto al gatto.
HPitb1ch01-0724	incamminarsi	Silente ripose nuovamente il suo spegnino nella tasca del mantello e si incamminò verso il numero 4 di Privet Drive, dove si mise a sedere sul muretto, accanto al gatto.
HPitb1ch01-0725	verso	Silente ripose nuovamente il suo spegnino nella tasca del mantello e si incamminò verso il numero 4 di Privet Drive, dove si mise a sedere sul muretto, accanto al gatto.
HPitb1ch01-0726	combinazione	«Che combinazione!
HPitb1ch01-0727	professore	Anche lei qui, professoressa McGonagall?
HPitb1ch01-0728	scomparire	» Si voltò con un sorriso verso il soriano, ma questo era scomparso.
HPitb1ch01-0729	donna	Al suo posto, davanti a lui, c’era una donna dall’aspetto piuttosto severo, che portava un paio di occhiali squadrati di forma identica ai segni che il gatto aveva intorno agli occhi.
HPitb1ch01-0730	aspetto	Al suo posto, davanti a lui, c’era una donna dall’aspetto piuttosto severo, che portava un paio di occhiali squadrati di forma identica ai segni che il gatto aveva intorno agli occhi.
HPitb1ch01-0731	piuttosto	Al suo posto, davanti a lui, c’era una donna dall’aspetto piuttosto severo, che portava un paio di occhiali squadrati di forma identica ai segni che il gatto aveva intorno agli occhi.
HPitb1ch01-0732	squadrare	Al suo posto, davanti a lui, c’era una donna dall’aspetto piuttosto severo, che portava un paio di occhiali squadrati di forma identica ai segni che il gatto aveva intorno agli occhi.
HPitb1ch01-0733	forma	Al suo posto, davanti a lui, c’era una donna dall’aspetto piuttosto severo, che portava un paio di occhiali squadrati di forma identica ai segni che il gatto aveva intorno agli occhi.
HPitb1ch01-0734	nero	I capelli neri erano raccolti in uno chignon.
HPitb1ch01-0735	chignon	I capelli neri erano raccolti in uno chignon.
HPitb1ch01-0736	decisamente	Aveva l’aria decisamente scombussolata.
HPitb1ch01-0737	scombussolare	Aveva l’aria decisamente scombussolata.
HPitb1ch01-0738	io	«Come faceva a sapere che ero io?» chiese.
HPitb1ch01-0739	posa	«Perché, mia cara professoressa, non ho mai visto un gatto seduto in una posa così rigida».
HPitb1ch01-0740	mattone	«Anche lei sarebbe rigido se fosse rimasto seduto tutto il giorno su un muretto di mattoni» lo rimbeccò la professoressa McGonagall.
HPitb1ch01-0741	rimbeccare	«Anche lei sarebbe rigido se fosse rimasto seduto tutto il giorno su un muretto di mattoni» lo rimbeccò la professoressa McGonagall.
HPitb1ch01-0742	imbattersi	Venendo qui mi sono imbattuto in una decina e più di feste e banchetti».
HPitb1ch01-0743	decina	Venendo qui mi sono imbattuto in una decina e più di feste e banchetti».
HPitb1ch01-0744	festa	Venendo qui mi sono imbattuto in una decina e più di feste e banchetti».
HPitb1ch01-0745	banchetto	Venendo qui mi sono imbattuto in una decina e più di feste e banchetti».
HPitb1ch01-0746	tirare	La professoressa McGonagall tirò su sdegnosamente col naso.
HPitb1ch01-0747	sdegnosamente	La professoressa McGonagall tirò su sdegnosamente col naso.
HPitb1ch01-0748	impaziente	«Eh già, stanno proprio tutti festeggiando» disse con tono impaziente.
HPitb1ch01-0749	prudente	«Ci si sarebbe potuti aspettare che fossero un po’ più prudenti, macché... anche i Babbani hanno notato che sta succedendo qualcosa.
HPitb1ch01-0750	macché	«Ci si sarebbe potuti aspettare che fossero un po’ più prudenti, macché... anche i Babbani hanno notato che sta succedendo qualcosa.
HPitb1ch01-0751	succedere	«Ci si sarebbe potuti aspettare che fossero un po’ più prudenti, macché... anche i Babbani hanno notato che sta succedendo qualcosa.
HPitb1ch01-0752	buio	E così dicendo si voltò verso la finestra buia del soggiorno dei Dursley.
HPitb1ch01-0753	personalmente	«L’ho sentito personalmente.
HPitb1ch01-0754	stormo	Stormi di gufi... stelle cadenti...
HPitb1ch01-0755	mica	Be’, non sono mica del tutto stupidi.
HPitb1ch01-0756	scommettere	Stelle cadenti nel Kent... Ci scommetto che è stato Dedalus Diggle.
HPitb1ch01-0757	svitato	È sempre stato un po’ svitato».
HPitb1ch01-0758	dolcezza	«Non gli si può dar torto» disse Silente con dolcezza.
HPitb1ch01-0759	undici	«Per undici anni abbiamo avuto ben poco da festeggiare».
HPitb1ch01-0760	irritato	«Lo so, lo so» disse la professoressa McGonagall in tono irritato.
HPitb1ch01-0761	perdere	«Ma non è una buona ragione per perdere la testa.
HPitb1ch01-0762	commettere	Stanno commettendo una vera imprudenza a girare per la strada in pieno giorno, senza neanche vestirsi da Babbani, scambiandosi indiscrezioni».
HPitb1ch01-0763	vero	Stanno commettendo una vera imprudenza a girare per la strada in pieno giorno, senza neanche vestirsi da Babbani, scambiandosi indiscrezioni».
HPitb1ch01-0764	imprudenza	Stanno commettendo una vera imprudenza a girare per la strada in pieno giorno, senza neanche vestirsi da Babbani, scambiandosi indiscrezioni».
HPitb1ch01-0765	vestirsi	Stanno commettendo una vera imprudenza a girare per la strada in pieno giorno, senza neanche vestirsi da Babbani, scambiandosi indiscrezioni».
HPitb1ch01-0766	scambiarsi	Stanno commettendo una vera imprudenza a girare per la strada in pieno giorno, senza neanche vestirsi da Babbani, scambiandosi indiscrezioni».
HPitb1ch01-0767	indiscrezione	Stanno commettendo una vera imprudenza a girare per la strada in pieno giorno, senza neanche vestirsi da Babbani, scambiandosi indiscrezioni».
HPitb1ch01-0768	lanciare	A quel punto, lanciò a Silente un’occhiata obliqua e penetrante, sperando che lui dicesse qualcosa;
HPitb1ch01-0769	obliquo	A quel punto, lanciò a Silente un’occhiata obliqua e penetrante, sperando che lui dicesse qualcosa;
HPitb1ch01-0770	penetrante	A quel punto, lanciò a Silente un’occhiata obliqua e penetrante, sperando che lui dicesse qualcosa;
HPitb1ch01-0771	noi	«Sarebbe un bel guaio se, proprio il giorno in cui sembra che Lei-Sa-Chi sia finalmente scomparso, i Babbani dovessero venire a sapere di noi.
HPitb1ch01-0772	grato	«Dobbiamo essere molto grati.
HPitb1ch01-0773	caramella	È una caramella dei Babbani:
HPitb1ch01-0774	matto	io ne vado matto».
HPitb1ch01-0775	freddamente	«No grazie» rispose freddamente la professoressa McGonagall, come a voler dire che non era il momento adatto per le caramelle.
HPitb1ch01-0776	adatto	«No grazie» rispose freddamente la professoressa McGonagall, come a voler dire che non era il momento adatto per le caramelle.
HPitb1ch01-0777	buonsenso	«Come dicevo, anche se Lei-Sa-Chi se ne è veramente andato...» «Mia cara professoressa, una persona di buonsenso come lei potrebbe decidersi a chiamarlo anche per nome!
HPitb1ch01-0778	decidersi	«Come dicevo, anche se Lei-Sa-Chi se ne è veramente andato...» «Mia cara professoressa, una persona di buonsenso come lei potrebbe decidersi a chiamarlo anche per nome!
HPitb1ch01-0779	chiamare	«Come dicevo, anche se Lei-Sa-Chi se ne è veramente andato...» «Mia cara professoressa, una persona di buonsenso come lei potrebbe decidersi a chiamarlo anche per nome!
HPitb1ch01-0780	allusione	Tutte queste allusioni a ‘Lei-Sa-Chi’ sono una vera stupidaggine... Sono undici anni che cerco di convincere la gente a chiamarlo col suo vero nome:
HPitb1ch01-0781	stupidaggine	Tutte queste allusioni a ‘Lei-Sa-Chi’ sono una vera stupidaggine... Sono undici anni che cerco di convincere la gente a chiamarlo col suo vero nome:
HPitb1ch01-0782	convincere	Tutte queste allusioni a ‘Lei-Sa-Chi’ sono una vera stupidaggine... Sono undici anni che cerco di convincere la gente a chiamarlo col suo vero nome:
HPitb1ch01-0783	trasalire	La professoressa McGonagall trasalì, ma Silente, che era impegnato a separare due caramelle che si erano incollate, sembrò non farvi caso.
HPitb1ch01-0784	impegnato	La professoressa McGonagall trasalì, ma Silente, che era impegnato a separare due caramelle che si erano incollate, sembrò non farvi caso.
HPitb1ch01-0785	separare	La professoressa McGonagall trasalì, ma Silente, che era impegnato a separare due caramelle che si erano incollate, sembrò non farvi caso.
HPitb1ch01-0786	incollarsi	La professoressa McGonagall trasalì, ma Silente, che era impegnato a separare due caramelle che si erano incollate, sembrò non farvi caso.
HPitb1ch01-0787	creare	«Crea tanta di quella confusione continuare a dire ‘Lei-Sa-Chi’.
HPitb1ch01-0788	confusione	«Crea tanta di quella confusione continuare a dire ‘Lei-Sa-Chi’.
HPitb1ch01-0789	quale	Non ho mai capito per quale ragione si debba avere tanta paura di pronunciare il nome di Voldemort».
HPitb1ch01-0790	meta_2	«Io lo so bene» disse la professoressa McGonagall, in tono a metà fra l’esasperato e l’ammirato.
HPitb1ch01-0791	esasperato	«Io lo so bene» disse la professoressa McGonagall, in tono a metà fra l’esasperato e l’ammirato.
HPitb1ch01-0792	ammirare	«Io lo so bene» disse la professoressa McGonagall, in tono a metà fra l’esasperato e l’ammirato.
HPitb1ch01-0793	oh	Lo sanno tutti che lei è il solo di cui Lei-Sa... oh, d’accordo:
HPitb1ch01-0794	lusingare	«Lei mi lusinga» disse Silente con calma.
HPitb1ch01-0795	calma	«Lei mi lusinga» disse Silente con calma.
HPitb1ch01-0796	nobile	«Soltanto perché lei è troppo... troppo nobile per usarli».
HPitb1ch01-0797	usare	«Soltanto perché lei è troppo... troppo nobile per usarli».
HPitb1ch01-0798	male	«Meno male che è buio.
HPitb1ch01-0799	arrossire	Non arrossivo così da quella volta che Madame Pomfrey mi disse quanto le piacevano i miei nuovi paraorecchi».
HPitb1ch01-0800	quanto	Non arrossivo così da quella volta che Madame Pomfrey mi disse quanto le piacevano i miei nuovi paraorecchi».
HPitb1ch01-0801	piacere	Non arrossivo così da quella volta che Madame Pomfrey mi disse quanto le piacevano i miei nuovi paraorecchi».
HPitb1ch01-0802	paraorecchie	Non arrossivo così da quella volta che Madame Pomfrey mi disse quanto le piacevano i miei nuovi paraorecchi».
HPitb1ch01-0803	confronto	«I gufi sono niente in confronto alle voci che sono state messe in giro.
HPitb1ch01-0804	premere	Su quel che l’ha fermato una buona volta?» Sembrava che la professoressa McGonagall fosse giunta al punto che più le premeva discutere, la vera ragione per cui era rimasta in attesa tutto il giorno su quel muretto freddo e duro, perché mai – né da gatto né da donna – aveva fissato Silente con uno sguardo così intenso.
