HPfrb1ch02-0001	le               	LE SURVIVANT
HPfrb1ch02-0790	drap             	– Nous serions dans de beaux draps, reprit-elle alors, si le jour où Vous-Savez-Qui semble enfin avoir disparu, les Moldus s’apercevaient de notre existence.
HPfrb1ch02-0791	notre            	– Nous serions dans de beaux draps, reprit-elle alors, si le jour où Vous-Savez-Qui semble enfin avoir disparu, les Moldus s’apercevaient de notre existence.
HPfrb1ch02-0792	effet            	– Il semble qu’il en soit ainsi, en effet, assura Dumbledore.
HPfrb1ch02-0793	assurer          	– Il semble qu’il en soit ainsi, en effet, assura Dumbledore.
HPfrb1ch02-0794	féliciter        	Et nous avons tout lieu de nous en féliciter.
HPfrb1ch02-0795	esquimau         	Que diriez-vous d’un esquimau au citron ?
HPfrb1ch02-0796	citron           	Que diriez-vous d’un esquimau au citron ?
HPfrb1ch02-0797	friandise        	C’est une friandise que fabriquent les Moldus et je dois dire que c’est plutôt bon.
HPfrb1ch02-0798	plutôt           	C’est une friandise que fabriquent les Moldus et je dois dire que c’est plutôt bon.
HPfrb1ch02-0799	froidement       	– Merci, pas pour moi, répondit froidement le professeur McGonagall qui semblait estimer que le moment n’était pas venu de manger des glaces au citron.
HPfrb1ch02-0800	estimer          	– Merci, pas pour moi, répondit froidement le professeur McGonagall qui semblait estimer que le moment n’était pas venu de manger des glaces au citron.
HPfrb1ch02-0801	glace            	– Merci, pas pour moi, répondit froidement le professeur McGonagall qui semblait estimer que le moment n’était pas venu de manger des glaces au citron.
HPfrb1ch02-0802	donc             	Je vous disais donc que même si Vous-Savez-Qui est vraiment parti…
HPfrb1ch02-0803	partir           	Je vous disais donc que même si Vous-Savez-Qui est vraiment parti…
HPfrb1ch02-0804	raisonnable      	– Mon cher professeur, quelqu’un d’aussi raisonnable que vous ne devrait pas hésiter à prononcer son nom, ne croyez-vous pas ?
HPfrb1ch02-0805	hésiter          	– Mon cher professeur, quelqu’un d’aussi raisonnable que vous ne devrait pas hésiter à prononcer son nom, ne croyez-vous pas ?
HPfrb1ch02-0806	croire           	– Mon cher professeur, quelqu’un d’aussi raisonnable que vous ne devrait pas hésiter à prononcer son nom, ne croyez-vous pas ?
HPfrb1ch02-0807	grimace          	Le professeur McGonagall fit une grimace, mais Dumbledore qui avait sorti deux esquimaux au citron ne parut pas le remarquer.
HPfrb1ch02-0808	qui              	– Si nous continuons à dire « Vous-Savez-Qui », nous allons finir par créer la confusion.
HPfrb1ch02-0809	créer            	– Si nous continuons à dire « Vous-Savez-Qui », nous allons finir par créer la confusion.
HPfrb1ch02-0810	confusion        	– Si nous continuons à dire « Vous-Savez-Qui », nous allons finir par créer la confusion.
HPfrb1ch02-0811	moitié           	– Je sais bien que vous n’en voyez pas, répliqua le professeur McGonagall qui semblait moitié exaspérée, moitié admirative.
HPfrb1ch02-0812	exaspérer        	– Je sais bien que vous n’en voyez pas, répliqua le professeur McGonagall qui semblait moitié exaspérée, moitié admirative.
HPfrb1ch02-0813	admiratif        	– Je sais bien que vous n’en voyez pas, répliqua le professeur McGonagall qui semblait moitié exaspérée, moitié admirative.
HPfrb1ch02-0814	différent        	Mais, vous, vous êtes différent des autres.
HPfrb1ch02-0815	flatter          	– Vous me flattez, dit Dumbledore d’une voix tranquille.
HPfrb1ch02-0816	tranquille       	– Vous me flattez, dit Dumbledore d’une voix tranquille.
HPfrb1ch02-0817	simplement       	– C’est simplement parce que vous avez trop de… disons de noblesse pour en faire usage.
HPfrb1ch02-0818	parce que        	– C’est simplement parce que vous avez trop de… disons de noblesse pour en faire usage.
HPfrb1ch02-0819	trop             	– C’est simplement parce que vous avez trop de… disons de noblesse pour en faire usage.
HPfrb1ch02-0820	dire             	– C’est simplement parce que vous avez trop de… disons de noblesse pour en faire usage.
HPfrb1ch02-0821	noblesse         	– C’est simplement parce que vous avez trop de… disons de noblesse pour en faire usage.
HPfrb1ch02-0822	usage            	– C’est simplement parce que vous avez trop de… disons de noblesse pour en faire usage.
HPfrb1ch02-0823	heureusement     	– Heureusement qu’il fait nuit.
HPfrb1ch02-0824	autant           	Je n’ai jamais autant rougi depuis le jour où Madame Pomfresh m’a dit qu’elle trouvait mes nouveaux cache-oreilles ravissants.
HPfrb1ch02-0825	rougir           	Je n’ai jamais autant rougi depuis le jour où Madame Pomfresh m’a dit qu’elle trouvait mes nouveaux cache-oreilles ravissants.
HPfrb1ch02-0826	monsieur         	Je n’ai jamais autant rougi depuis le jour où Madame Pomfresh m’a dit qu’elle trouvait mes nouveaux cache-oreilles ravissants.
HPfrb1ch02-0827	ravissant        	Je n’ai jamais autant rougi depuis le jour où Madame Pomfresh m’a dit qu’elle trouvait mes nouveaux cache-oreilles ravissants.
HPfrb1ch02-0828	comparer         	– Les hiboux, ce n’est rien comparé aux rumeurs qui circulent, déclara-t-elle.
HPfrb1ch02-0829	rumeur           	– Les hiboux, ce n’est rien comparé aux rumeurs qui circulent, déclara-t-elle.
HPfrb1ch02-0830	circuler         	– Les hiboux, ce n’est rien comparé aux rumeurs qui circulent, déclara-t-elle.
HPfrb1ch02-0831	déclarer         	– Les hiboux, ce n’est rien comparé aux rumeurs qui circulent, déclara-t-elle.
HPfrb1ch02-0832	disparition      	Vous savez ce que tout le monde dit sur les raisons de sa disparition ?
HPfrb1ch02-0833	aborder          	Apparemment, le professeur McGonagall venait d’aborder le sujet qui lui tenait le plus à cœur, la véritable raison qui l’avait décidée à attendre toute la journée, assise sur un mur glacial.
HPfrb1ch02-0834	glacial          	Apparemment, le professeur McGonagall venait d’aborder le sujet qui lui tenait le plus à cœur, la véritable raison qui l’avait décidée à attendre toute la journée, assise sur un mur glacial.
HPfrb1ch02-0835	pénétrer         	Car jamais un chat ni une femme n’avait fixé Dumbledore d’un regard aussi pénétrant que celui du professeur en cet instant.
HPfrb1ch02-0836	évidence         	À l’évidence, elle n’avait pas l’intention de croire ce que « tout le monde » disait tant que Dumbledore ne lui aurait pas confirmé qu’il s’agissait bien de la vérité.
HPfrb1ch02-0837	intention        	À l’évidence, elle n’avait pas l’intention de croire ce que « tout le monde » disait tant que Dumbledore ne lui aurait pas confirmé qu’il s’agissait bien de la vérité.
HPfrb1ch02-0838	tant             	À l’évidence, elle n’avait pas l’intention de croire ce que « tout le monde » disait tant que Dumbledore ne lui aurait pas confirmé qu’il s’agissait bien de la vérité.
HPfrb1ch02-0839	confirmer        	À l’évidence, elle n’avait pas l’intention de croire ce que « tout le monde » disait tant que Dumbledore ne lui aurait pas confirmé qu’il s’agissait bien de la vérité.
HPfrb1ch02-0840	vérité           	À l’évidence, elle n’avait pas l’intention de croire ce que « tout le monde » disait tant que Dumbledore ne lui aurait pas confirmé qu’il s’agissait bien de la vérité.
HPfrb1ch02-0841	choisir          	Dumbledore, cependant, était occupé à choisir un autre esquimau et ne lui répondit pas.
HPfrb1ch02-0842	hier             	Ce qu’ils disent, poursuivit le professeur, c’est que Voldemort est venu hier soir à Godric’s Hollow pour y chercher les Potter.
HPfrb1ch02-0843	soir             	Ce qu’ils disent, poursuivit le professeur, c’est que Voldemort est venu hier soir à Godric’s Hollow pour y chercher les Potter.
HPfrb1ch02-0844	mort             	D’après la rumeur, Lily et James Potter sont… enfin, on dit qu’ils sont… morts…
HPfrb1ch02-0845	incliner         	D’après la rumeur, Lily et James Potter sont… enfin, on dit qu’ils sont… morts…
HPfrb1ch02-0846	respiration      	Le professeur McGonagall avait du mal à reprendre sa respiration.
HPfrb1ch02-0847	admettre         	Je ne voulais pas l’admettre…
HPfrb1ch02-0848	oh               	Oh, Albus… Dumbledore tendit la main et lui tapota l’épaule.
HPfrb1ch02-0849	main             	Oh, Albus… Dumbledore tendit la main et lui tapota l’épaule.
HPfrb1ch02-0850	tapoter          	Oh, Albus… Dumbledore tendit la main et lui tapota l’épaule.
HPfrb1ch02-0851	épaule           	Oh, Albus… Dumbledore tendit la main et lui tapota l’épaule.
HPfrb1ch02-0852	gravement        	– Je sais… Je sais… dit-il gravement.
HPfrb1ch02-0853	tremblant        	– Et ce n’est pas tout, reprit le professeur McGonagall d’une voix tremblante.
HPfrb1ch02-0854	tuer             	On dit qu’il a essayé de tuer Harry, le fils des Potter.
HPfrb1ch02-0855	réussir          	Il n’a pas réussi à supprimer ce bambin.
HPfrb1ch02-0856	supprimer        	Il n’a pas réussi à supprimer ce bambin.
HPfrb1ch02-0857	bambin           	Il n’a pas réussi à supprimer ce bambin.
HPfrb1ch02-0858	personne         	Personne ne sait pourquoi ni comment, mais tout le monde raconte que lorsqu’il a essayé de tuer Harry Potter sans y parvenir, le pouvoir de Voldemort s’est brisé, pour ainsi dire – et c’est pour ça qu’il a… disparu.
HPfrb1ch02-0859	briser           	Personne ne sait pourquoi ni comment, mais tout le monde raconte que lorsqu’il a essayé de tuer Harry Potter sans y parvenir, le pouvoir de Voldemort s’est brisé, pour ainsi dire – et c’est pour ça qu’il a… disparu.
HPfrb1ch02-0860	hocher           	Dumbledore hocha la tête d’un air sombre.
HPfrb1ch02-0861	sombre           	Dumbledore hocha la tête d’un air sombre.
HPfrb1ch02-0862	vrai             	– C’est… c’est vrai ?
HPfrb1ch02-0863	bredouiller      	bredouilla le professeur McGonagall.
HPfrb1ch02-0864	stupéfiant       	C’est stupéfiant… rien d’autre n’avait pu l’arrêter… mais, au nom du ciel, comment se fait-il que Harry ait pu survivre ?
HPfrb1ch02-0865	supposition      	– On ne peut faire que des suppositions, répondit Dumbledore.
HPfrb1ch02-0866	mouchoir         	Le professeur McGonagall sortit un mouchoir en dentelle et s’essuya les yeux sous ses lunettes.
HPfrb1ch02-0867	dentelle         	Le professeur McGonagall sortit un mouchoir en dentelle et s’essuya les yeux sous ses lunettes.
HPfrb1ch02-0868	essuyer          	Le professeur McGonagall sortit un mouchoir en dentelle et s’essuya les yeux sous ses lunettes.
HPfrb1ch02-0869	sous             	Le professeur McGonagall sortit un mouchoir en dentelle et s’essuya les yeux sous ses lunettes.
HPfrb1ch02-0870	inspirer         	Dumbledore inspira longuement en prenant dans sa poche une montre en or qu’il consulta.
HPfrb1ch02-0871	longuement       	Dumbledore inspira longuement en prenant dans sa poche une montre en or qu’il consulta.
HPfrb1ch02-0872	montre           	Dumbledore inspira longuement en prenant dans sa poche une montre en or qu’il consulta.
HPfrb1ch02-0873	consulter        	Dumbledore inspira longuement en prenant dans sa poche une montre en or qu’il consulta.
HPfrb1ch02-0874	douze            	Elle avait douze aiguilles, mais pas de chiffres.
HPfrb1ch02-0875	aiguille         	Elle avait douze aiguilles, mais pas de chiffres.
HPfrb1ch02-0876	chiffre          	Elle avait douze aiguilles, mais pas de chiffres.
HPfrb1ch02-0877	planète          	À la place, il y avait de petites planètes qui tournaient au bord du cadran.
HPfrb1ch02-0878	bord             	À la place, il y avait de petites planètes qui tournaient au bord du cadran.
HPfrb1ch02-0879	cadran           	À la place, il y avait de petites planètes qui tournaient au bord du cadran.
HPfrb1ch02-0880	retard           	Tout cela devait avoir un sens pour Dumbledore car il remit la montre dans sa poche en disant : – Hagrid est en retard.
HPfrb1ch02-0881	supposer         	Oui, admit le professeur McGonagall, et je suppose que vous n’avez pas l’intention de me dire pour quelle raison vous êtes venu dans cet endroit précis ?
HPfrb1ch02-0882	quel             	Oui, admit le professeur McGonagall, et je suppose que vous n’avez pas l’intention de me dire pour quelle raison vous êtes venu dans cet endroit précis ?
HPfrb1ch02-0883	endroit          	Oui, admit le professeur McGonagall, et je suppose que vous n’avez pas l’intention de me dire pour quelle raison vous êtes venu dans cet endroit précis ?
HPfrb1ch02-0884	précis           	Oui, admit le professeur McGonagall, et je suppose que vous n’avez pas l’intention de me dire pour quelle raison vous êtes venu dans cet endroit précis ?
HPfrb1ch02-0885	confier          	– Je suis venu confier Harry à sa tante et à son oncle.
HPfrb1ch02-0886	tante            	– Je suis venu confier Harry à sa tante et à son oncle.
HPfrb1ch02-0887	oncle            	– Je suis venu confier Harry à sa tante et à son oncle.
HPfrb1ch02-0888	famille          	C’est la seule famille qui lui reste désormais.
HPfrb1ch02-0889	désormais        	C’est la seule famille qui lui reste désormais.
HPfrb1ch02-0890	écrier           	s’écria le professeur McGonagall en se levant d’un bond, le doigt pointé sur le numéro 4 de la rue.
HPfrb1ch02-0891	bond             	s’écria le professeur McGonagall en se levant d’un bond, le doigt pointé sur le numéro 4 de la rue.
HPfrb1ch02-0892	pied             	je l’ai vu donner des coups de pied à sa mère tout au long de la rue en hurlant pour réclamer des bonbons.
HPfrb1ch02-0893	mère             	je l’ai vu donner des coups de pied à sa mère tout au long de la rue en hurlant pour réclamer des bonbons.
HPfrb1ch02-0894	hurler           	je l’ai vu donner des coups de pied à sa mère tout au long de la rue en hurlant pour réclamer des bonbons.
HPfrb1ch02-0895	réclamer         	je l’ai vu donner des coups de pied à sa mère tout au long de la rue en hurlant pour réclamer des bonbons.
HPfrb1ch02-0896	bonbon           	je l’ai vu donner des coups de pied à sa mère tout au long de la rue en hurlant pour réclamer des bonbons.
HPfrb1ch02-0897	vivre            	, venir vivre ici !
HPfrb1ch02-0898	meilleur         	– C’est le meilleur endroit pour lui, répliqua Dumbledore d’un ton ferme.
HPfrb1ch02-0899	ferme            	– C’est le meilleur endroit pour lui, répliqua Dumbledore d’un ton ferme.
HPfrb1ch02-0900	écrire           	Je leur ai écrit une lettre.
HPfrb1ch02-0901	lettre           	Je leur ai écrit une lettre.
HPfrb1ch02-0902	répéter          	répéta le professeur McGonagall d’une voix éteinte en se rasseyant sur le muret.
HPfrb1ch02-0903	rasseoir         	répéta le professeur McGonagall d’une voix éteinte en se rasseyant sur le muret.
HPfrb1ch02-0904	devenir          	Il va devenir célèbre – une véritable légende vivante
HPfrb1ch02-0905	célèbre          	Il va devenir célèbre – une véritable légende vivante
HPfrb1ch02-0906	légende          	Il va devenir célèbre – une véritable légende vivante
HPfrb1ch02-0907	vivant           	Il va devenir célèbre – une véritable légende vivante
HPfrb1ch02-0908	étonner          	, je ne serais pas étonnée que la date d’aujourd’hui devienne dans l’avenir la fête de Harry Potter.
HPfrb1ch02-0909	date             	, je ne serais pas étonnée que la date d’aujourd’hui devienne dans l’avenir la fête de Harry Potter.
HPfrb1ch02-0910	avenir           	, je ne serais pas étonnée que la date d’aujourd’hui devienne dans l’avenir la fête de Harry Potter.
HPfrb1ch02-0911	livre            	On écrira des livres sur lui.
HPfrb1ch02-0912	connaître        	Tous les enfants de notre monde connaîtront son nom !
HPfrb1ch02-0913	regarder         	– C’est vrai, dit Dumbledore en la regardant d’un air très sérieux par-dessus ses lunettes en demi-lune.
HPfrb1ch02-0914	sérieux          	– C’est vrai, dit Dumbledore en la regardant d’un air très sérieux par-dessus ses lunettes en demi-lune.
HPfrb1ch02-0915	importer         	Il y aurait de quoi tourner la tête de n’importe quel enfant.
HPfrb1ch02-0916	capable          	Célèbre pour quelque chose dont il ne sera même pas capable de se souvenir !
HPfrb1ch02-0917	souvenir         	Célèbre pour quelque chose dont il ne sera même pas capable de se souvenir !
HPfrb1ch02-0918	valoir           	Ne comprenez-vous pas qu’il vaut beaucoup mieux pour lui qu’il grandisse à l’écart de tout cela jusqu’à ce qu’il soit prêt à l’assumer ?
HPfrb1ch02-0919	mieux            	Ne comprenez-vous pas qu’il vaut beaucoup mieux pour lui qu’il grandisse à l’écart de tout cela jusqu’à ce qu’il soit prêt à l’assumer ?
HPfrb1ch02-0920	grandir          	Ne comprenez-vous pas qu’il vaut beaucoup mieux pour lui qu’il grandisse à l’écart de tout cela jusqu’à ce qu’il soit prêt à l’assumer ?
HPfrb1ch02-0921	écart            	Ne comprenez-vous pas qu’il vaut beaucoup mieux pour lui qu’il grandisse à l’écart de tout cela jusqu’à ce qu’il soit prêt à l’assumer ?
HPfrb1ch02-0922	prêt             	Ne comprenez-vous pas qu’il vaut beaucoup mieux pour lui qu’il grandisse à l’écart de tout cela jusqu’à ce qu’il soit prêt à l’assumer ?
HPfrb1ch02-0923	assumer          	Ne comprenez-vous pas qu’il vaut beaucoup mieux pour lui qu’il grandisse à l’écart de tout cela jusqu’à ce qu’il soit prêt à l’assumer ?
HPfrb1ch02-0924	avaler           	Elle parut changer d’avis, avala sa salive et répondit :
HPfrb1ch02-0925	salive           	Elle parut changer d’avis, avala sa salive et répondit :
HPfrb1ch02-0926	répondre         	Elle parut changer d’avis, avala sa salive et répondit :
HPfrb1ch02-0927	cacher           	Elle regarda soudain sa cape comme si elle pensait que Harry était peut-être caché dessous.
HPfrb1ch02-0928	dessous          	Elle regarda soudain sa cape comme si elle pensait que Harry était peut-être caché dessous.
HPfrb1ch02-0929	amener           	– C’est Hagrid qui doit l’amener, dit Dumbledore.
HPfrb1ch02-0930	sage             	– Et vous croyez qu’il est… sage de confier une tâche aussi importante à Hagrid ?
HPfrb1ch02-0931	tâche            	– Et vous croyez qu’il est… sage de confier une tâche aussi importante à Hagrid ?
HPfrb1ch02-0932	propre           	– Je confierais ma propre vie à Hagrid, assura Dumbledore.
HPfrb1ch02-0933	vie              	– Je confierais ma propre vie à Hagrid, assura Dumbledore.
HPfrb1ch02-0934	manquer          	– Je ne dis pas qu’il manque de cœur, répondit le professeur McGonagall avec réticence, mais reconnaissez qu’il est passablement négligent.
HPfrb1ch02-0935	réticence        	– Je ne dis pas qu’il manque de cœur, répondit le professeur McGonagall avec réticence, mais reconnaissez qu’il est passablement négligent.
HPfrb1ch02-0936	passablement     	– Je ne dis pas qu’il manque de cœur, répondit le professeur McGonagall avec réticence, mais reconnaissez qu’il est passablement négligent.
HPfrb1ch02-0937	négliger         	– Je ne dis pas qu’il manque de cœur, répondit le professeur McGonagall avec réticence, mais reconnaissez qu’il est passablement négligent.
HPfrb1ch02-0938	tendance         	Il a tendance à…
HPfrb1ch02-0939	grondement       	Un grondement sourd avait brisé le silence de la nuit.
HPfrb1ch02-0940	sourd            	Un grondement sourd avait brisé le silence de la nuit.
HPfrb1ch02-0941	bruit            	Le bruit augmenta d’intensité tandis qu’ils scrutaient la rue des deux côtés pour essayer d’apercevoir la lueur d’un phare.
HPfrb1ch02-0942	augmenter        	Le bruit augmenta d’intensité tandis qu’ils scrutaient la rue des deux côtés pour essayer d’apercevoir la lueur d’un phare.
HPfrb1ch02-0943	intensité        	Le bruit augmenta d’intensité tandis qu’ils scrutaient la rue des deux côtés pour essayer d’apercevoir la lueur d’un phare.
HPfrb1ch02-0944	scruter          	Le bruit augmenta d’intensité tandis qu’ils scrutaient la rue des deux côtés pour essayer d’apercevoir la lueur d’un phare.
HPfrb1ch02-0945	lueur            	Le bruit augmenta d’intensité tandis qu’ils scrutaient la rue des deux côtés pour essayer d’apercevoir la lueur d’un phare.
HPfrb1ch02-0946	phare            	Le bruit augmenta d’intensité tandis qu’ils scrutaient la rue des deux côtés pour essayer d’apercevoir la lueur d’un phare.
HPfrb1ch02-0947	transformer      	Le grondement se transforma en pétarade au-dessus de leur tête.
HPfrb1ch02-0948	pétarade         	Le grondement se transforma en pétarade au-dessus de leur tête.
HPfrb1ch02-0949	énorme           	Ils levèrent alors les yeux et virent une énorme moto tomber du ciel et atterrir devant eux sur la chaussée.
HPfrb1ch02-0950	moto             	Ils levèrent alors les yeux et virent une énorme moto tomber du ciel et atterrir devant eux sur la chaussée.
HPfrb1ch02-0951	atterrir         	Ils levèrent alors les yeux et virent une énorme moto tomber du ciel et atterrir devant eux sur la chaussée.
HPfrb1ch02-0952	chaussée         	Ils levèrent alors les yeux et virent une énorme moto tomber du ciel et atterrir devant eux sur la chaussée.
HPfrb1ch02-0953	tellement        	Il était même tellement grand qu’on avait peine à le croire.
HPfrb1ch02-0954	peine            	Il était même tellement grand qu’on avait peine à le croire.
HPfrb1ch02-0955	sauvage          	On aurait dit un sauvage, avec ses longs cheveux noirs en broussaille, sa barbe qui cachait presque entièrement son visage, ses mains de la taille d’un couvercle de poubelle et ses pieds chaussés de bottes en cuir qui avaient l’air de bébés dauphins.
HPfrb1ch02-0956	noir             	On aurait dit un sauvage, avec ses longs cheveux noirs en broussaille, sa barbe qui cachait presque entièrement son visage, ses mains de la taille d’un couvercle de poubelle et ses pieds chaussés de bottes en cuir qui avaient l’air de bébés dauphins.
HPfrb1ch02-0957	broussaille      	On aurait dit un sauvage, avec ses longs cheveux noirs en broussaille, sa barbe qui cachait presque entièrement son visage, ses mains de la taille d’un couvercle de poubelle et ses pieds chaussés de bottes en cuir qui avaient l’air de bébés dauphins.
HPfrb1ch02-0958	entièrement      	On aurait dit un sauvage, avec ses longs cheveux noirs en broussaille, sa barbe qui cachait presque entièrement son visage, ses mains de la taille d’un couvercle de poubelle et ses pieds chaussés de bottes en cuir qui avaient l’air de bébés dauphins.
HPfrb1ch02-0959	couvercle        	On aurait dit un sauvage, avec ses longs cheveux noirs en broussaille, sa barbe qui cachait presque entièrement son visage, ses mains de la taille d’un couvercle de poubelle et ses pieds chaussés de bottes en cuir qui avaient l’air de bébés dauphins.
HPfrb1ch02-0960	poubelle         	On aurait dit un sauvage, avec ses longs cheveux noirs en broussaille, sa barbe qui cachait presque entièrement son visage, ses mains de la taille d’un couvercle de poubelle et ses pieds chaussés de bottes en cuir qui avaient l’air de bébés dauphins.
HPfrb1ch02-0961	cuir             	On aurait dit un sauvage, avec ses longs cheveux noirs en broussaille, sa barbe qui cachait presque entièrement son visage, ses mains de la taille d’un couvercle de poubelle et ses pieds chaussés de bottes en cuir qui avaient l’air de bébés dauphins.
HPfrb1ch02-0962	dauphin          	On aurait dit un sauvage, avec ses longs cheveux noirs en broussaille, sa barbe qui cachait presque entièrement son visage, ses mains de la taille d’un couvercle de poubelle et ses pieds chaussés de bottes en cuir qui avaient l’air de bébés dauphins.
HPfrb1ch02-0963	couverture       	L’homme tenait un tas de couvertures dans ses immenses bras musculeux.
HPfrb1ch02-0964	immense          	L’homme tenait un tas de couvertures dans ses immenses bras musculeux.
HPfrb1ch02-0965	soulagement      	– Hagrid, dit Dumbledore avec soulagement.
HPfrb1ch02-0966	dénicher         	Où avez-vous déniché cette moto ?
HPfrb1ch02-0967	emprunter        	– L’ai empruntée, professeur Dumbledore, Monsieur, répondit le géant en descendant avec précaution de la moto.
HPfrb1ch02-0968	géant            	– L’ai empruntée, professeur Dumbledore, Monsieur, répondit le géant en descendant avec précaution de la moto.
HPfrb1ch02-0969	descendre        	– L’ai empruntée, professeur Dumbledore, Monsieur, répondit le géant en descendant avec précaution de la moto.
HPfrb1ch02-0970	prêter           	C’est le jeune Sirius Black qui me l’a prêtée.
HPfrb1ch02-0971	détruire         	La maison était presque entièrement détruite mais je me suis débrouillé pour le sauver de là avant que les Moldus commencent à rappliquer.
HPfrb1ch02-0972	débrouiller      	La maison était presque entièrement détruite mais je me suis débrouillé pour le sauver de là avant que les Moldus commencent à rappliquer.
HPfrb1ch02-0973	sauver           	La maison était presque entièrement détruite mais je me suis débrouillé pour le sauver de là avant que les Moldus commencent à rappliquer.
HPfrb1ch02-0974	rappliquer       	La maison était presque entièrement détruite mais je me suis débrouillé pour le sauver de là avant que les Moldus commencent à rappliquer.
HPfrb1ch02-0975	survoler         	Il s’est endormi quand on a survolé Bristol.
HPfrb1ch02-0976	pencher          	Dumbledore et le professeur McGonagall se penchèrent sur le tas de couvertures.
HPfrb1ch02-0977	peine            	À l’intérieur, à peine visible, un bébé dormait profondément.
HPfrb1ch02-0978	visible          	À l’intérieur, à peine visible, un bébé dormait profondément.
HPfrb1ch02-0979	dormir           	À l’intérieur, à peine visible, un bébé dormait profondément.
HPfrb1ch02-0980	profondément     	À l’intérieur, à peine visible, un bébé dormait profondément.
HPfrb1ch02-0981	touffe           	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
HPfrb1ch02-0982	jais             	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
HPfrb1ch02-0983	distinguer       	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
HPfrb1ch02-0984	front            	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
HPfrb1ch02-0985	coupure          	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
HPfrb1ch02-0986	éclair           	Sous une touffe de cheveux d’un noir de jais, ils distinguèrent sur son front une étrange coupure en forme d’éclair.
HPfrb1ch02-0987	murmurer         	– C’est là que ?… murmura le professeur McGonagall.
HPfrb1ch02-0988	cicatrice        	Il gardera cette cicatrice à tout jamais.
HPfrb1ch02-0989	arranger         	– Vous ne pourriez pas arranger ça, Dumbledore ?
HPfrb1ch02-0990	pouvoir          	– Même si je le pouvais, je ne le ferais pas.
HPfrb1ch02-0991	genou            	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
HPfrb1ch02-0992	gauche           	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
HPfrb1ch02-0993	représenter      	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
HPfrb1ch02-0994	plan             	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
HPfrb1ch02-0995	exact            	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
HPfrb1ch02-0996	métro            	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
HPfrb1ch02-0997	londres          	-même, j’en ai une au-dessus du genou gauche, qui représente le plan exact du métro de Londres.
HPfrb1ch02-0998	être             	– Est-ce que… est-ce que je pourrais lui dire au revoir, Monsieur ? demanda Hagrid.
HPfrb1ch02-0999	revoir           	– Est-ce que… est-ce que je pourrais lui dire au revoir, Monsieur ? demanda Hagrid.
HPfrb1ch02-1000	hirsute          	Il pencha sa grosse tête hirsute vers Harry et lui donna un baiser qui devait être singulièrement piquant et râpeux.
HPfrb1ch02-1001	piquant          	Il pencha sa grosse tête hirsute vers Harry et lui donna un baiser qui devait être singulièrement piquant et râpeux.
HPfrb1ch02-1002	râpeux           	Il pencha sa grosse tête hirsute vers Harry et lui donna un baiser qui devait être singulièrement piquant et râpeux.
HPfrb1ch02-1003	échapper         	Puis, soudain, Hagrid laissa échapper un long hurlement de chien blessé.
HPfrb1ch02-1004	chien            	Puis, soudain, Hagrid laissa échapper un long hurlement de chien blessé.
HPfrb1ch02-1005	blesser          	Puis, soudain, Hagrid laissa échapper un long hurlement de chien blessé.
HPfrb1ch02-1006	chut             	– Chut ! siffla le professeur McGonagall.
HPfrb1ch02-1007	siffler          	– Chut ! siffla le professeur McGonagall.
HPfrb1ch02-1008	réveiller        	Vous allez réveiller les Moldus !
HPfrb1ch02-1009	désolé           	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
HPfrb1ch02-1010	sangloter        	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
HPfrb1ch02-1011	pois             	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
HPfrb1ch02-1012	lequel           	– Dé… désolé, sanglota Hagrid en sortant de sa poche un grand mouchoir à pois dans lequel il enfouit son visage, mais je… je n’arrive pas à m’y faire… Lily et James qui meurent et ce pauvre petit Harry qui va aller vivre avec les Moldus…
